32.000000,0.000000,0.000000,0.000000,0.000000
32.000000,0.000000,0.000000,0.000000,0.000000
32.000000,0.000000,0.000000,0.000000,0.000000
32.000001,0.000000,0.000000,0.000000,0.000000
32.000001,0.000000,0.000000,0.000000,0.000000
32.000002,0.000000,0.000000,0.000000,0.000000
32.000002,0.000000,0.000000,0.000000,0.000000
32.000003,0.000000,0.000000,0.000000,0.000000
32.000004,0.000000,0.000000,0.000000,0.000000
32.000005,0.000000,0.000000,0.000000,0.000000
32.000007,0.000000,0.000000,0.000000,0.000000
32.000008,0.000000,0.000000,0.000000,0.000000
32.000010,0.000000,0.000000,0.000000,0.000000
32.000011,0.000000,0.000000,0.000000,0.000000
32.000013,0.000001,0.000000,0.000000,0.000000
32.000015,0.000001,0.000000,0.000000,0.000000
32.000018,0.000002,0.000000,0.000000,0.000000
32.000020,0.000002,0.000000,0.000000,0.000000
32.000023,0.000003,0.000000,0.000000,0.000000
32.000026,0.000005,0.000000,0.000000,0.000000
32.000029,0.000006,0.000000,0.000000,0.000000
32.000033,0.000009,0.000000,0.000000,0.000000
32.000037,0.000011,0.000000,0.000000,0.000000
32.000041,0.000015,0.000000,0.000000,0.000000
32.000047,0.000019,0.000000,0.000000,0.000000
32.000052,0.000024,0.000000,0.000000,0.000000
32.000059,0.000031,0.000000,0.000000,0.000000
32.000066,0.000038,0.000000,0.000000,0.000000
32.000074,0.000047,0.000000,0.000000,0.000000
32.000083,0.000058,0.000000,0.000000,0.000000
32.000093,0.000071,0.000000,0.000000,0.000000
32.000104,0.000087,0.000000,0.000000,0.000000
32.000117,0.000104,0.000000,0.000000,0.000000
32.000131,0.000125,0.000000,0.000000,0.000000
32.000147,0.000149,0.000000,0.000000,0.000000
32.000164,0.000177,0.000000,0.000000,0.000000
32.000184,0.000209,0.000000,0.000000,0.000000
32.000206,0.000245,0.000000,0.000000,0.000000
32.000231,0.000287,0.000000,0.000000,0.000000
32.000259,0.000334,0.000000,0.000000,0.000000
32.000289,0.000387,0.000000,0.000000,0.000000
32.000323,0.000447,0.000000,0.000000,0.000000
32.000360,0.000514,0.000000,0.000000,0.000000
32.000402,0.000589,0.000000,0.000000,0.000000
32.000447,0.000674,0.000000,0.000000,0.000000
32.000498,0.000767,0.000000,0.000000,0.000000
32.000553,0.000872,0.000000,0.000000,0.000000
32.000614,0.000987,0.000000,0.000000,0.000000
32.000680,0.001114,0.000000,0.000000,0.000000
32.000753,0.001255,0.000000,0.000000,0.000000
32.000832,0.001410,0.000000,0.000000,0.000000
32.000919,0.001580,0.000000,0.000000,0.000000
32.001013,0.001766,0.000000,0.000000,0.000000
32.001115,0.001969,0.000000,0.000000,0.000000
32.001226,0.002191,0.000000,0.000000,0.000000
